uuid,organization_name,location_name,street,city,state,postal_code,country,streetview_url
00bc6bdb-acfe-4651-84aa-8b750efa4a91,Bethanie French Seventh-day Adventist (SDA) Church,Probably Closed,2059 Bedford Ave,BROOKLYN,NY,11226,US,"https://www.google.com/maps/@40.65443801512181,-73.95621939108592,3a,75y,99.12584503990193h,8.300266850222513t/data=!3m6!1e1!3m4!1srC9hgj-9OxelNnFzXHMLJg!2e0!7i16384!8i8192"
02b3bcaf-5610-47bd-a2f4-5462090e1ce6,Staten Island Seventh-day Adventist (SDA) Church,,80 Union Ave,STATEN ISLAND,NY,10303,US,"https://www.google.com/maps/@40.63462781171471,-74.15837813428324,3a,75y,7.585122797704191h,5.74549214747509t/data=!3m6!1e1!3m4!1sR6-uMNMINXKOGBtiUQmeoA!2e0!7i16384!8i8192"
0769a3ff-fbca-458f-a33c-89dc1af0ac0a,The Salvation Army,Stapleton Corps,15 Broad Street,STATEN ISLAND,NY,10304,US,"https://www.google.com/maps/@40.706140094407594,-74.01088351730806,3a,75y,36.674456238843675h,4.655328706697958t/data=!3m6!1e1!3m4!1sVRBwyjeBT8v_n-T5yVcuiQ!2e0!7i16384!8i8192"
0bbd2e2c-c722-4521-a657-d51dd46bf71c,Beth Hark Christian Counseling Center Inc.,,26 E 120th St,NEW YORK,NY,10035,US,"https://www.google.com/maps/@40.80264122118322,-73.9432086524054,3a,75y,229.11090699425532h,-6.858344321755723t/data=!3m6!1e1!3m4!1sNjA4gFJUxvHxyUllJRMDFQ!2e0!7i16384!8i8192"
1202141e-773e-4777-9a40-d1f85e16f104,Open Door To Heaven Outreach Ministry Inc,Not sure they provide any services,474 Shepherd Avenue,BROOKLYN,NY,11208,US,"https://www.google.com/maps/@40.672673264026436,-73.88044764890479,3a,75y,-82.37135841966523h,0t/data=!3m6!1e1!3m4!1s73eCAcornOnFllUNoMK6ZQ!2e0!7i16384!8i8192"
128f2e18-505c-423f-bed7-825d5c64728e,Calvary Assembly of God,Food Provider,4055 Richmond Ave,STATEN ISLAND,NY,10312,US,"https://www.google.com/maps/@40.53954835271897,-74.1606692308185,3a,75y,45.05310945015988h,0t/data=!3m6!1e1!3m4!1saR4PAVlI3lroU48Tg2A19w!2e0!7i16384!8i8192"
178ca90c-f13b-4b80-93a8-95d95f26995c,Sky Light Center,,307 St. Marks Pl,STATEN ISLAND,NY,10301,US,"https://www.google.com/maps/@40.64249181817524,-74.07847661845997,3a,75y,60.895069094993445h,0t/data=!3m6!1e1!3m4!1sn9qDmPAHjhH9y2rofWJn9g!2e0!7i16384!8i8192"
180a65eb-6b53-4c4a-bed8-e99923966722,West Harlem Group Assistance,,625 Lenox Ave,NEW YORK,NY,10031,US,"https://www.google.com/maps/@40.81804797529184,-73.93843111382618,3a,75y,21.32039578945627h,0t/data=!3m6!1e1!3m4!1seNKO5QA_DseT9XH_4UtoVw!2e0!7i16384!8i8192"
1bac1c4b-93bd-4141-b4e3-d9bdad5c1968,Department of Probation,Manhattan,127 West 127th Street,NEW YORK,NY,10027,US,"https://www.google.com/maps/@40.8094864451366,-73.94552136387549,3a,75y,40.60041892469936h,3.662190761636637t/data=!3m6!1e1!3m4!1sIGa4zSBonR4hfjLg6IqWMg!2e0!7i16384!8i8192"
1c1a6284-4463-4b7b-805c-b64139f1bf9f,Veterans of Foreign Wars,,143-17 Springfield Boulevard,SPRINGFIELD GARDENS,NY,11413,US,"https://www.google.com/maps/@40.66808566666125,-73.75676118260407,3a,75y,84.52295176875813h,0t/data=!3m6!1e1!3m4!1sX3HrssmmMPFtTyu4hv8dVQ!2e0!7i16384!8i8192"
1c6de80e-42ba-4bc8-b5cf-37c314aa15f5,Temple Shaaray Tefila,,250 E 79th St,NEW YORK,NY,10021,US,"https://www.google.com/maps/@40.773502944991996,-73.95536835281658,3a,75y,224.12453687508344h,-9.93254700597734t/data=!3m6!1e1!3m4!1s1lDMnmB7hSk2PzSoRs3aVg!2e0!7i16384!8i8192"
1c7ec67a-8167-4d43-8466-dfca088dd912,Father Creavins Food Pantry,Resurrection Catholic Chapel,276 W 151st St,NEW YORK,NY,10039,US,"https://www.google.com/maps/@40.82603781356299,-73.93773229979678,3a,75y,-161.19573552975885h,0t/data=!3m6!1e1!3m4!1sPEGA0xhQgUfANA2xLo-mwQ!2e0!7i16384!8i8192"
1ebd1a5d-c3a1-404d-aaf2-830552e4deea,New York Common Pantry (NYCP),Manhattan,8 E 109th St,NEW YORK,NY,10029,US,"https://www.google.com/maps/@40.795928760751885,-73.94899643331856,3a,75y,208.17636059406874h,0.3089272243261263t/data=!3m6!1e1!3m4!1sXsh_RUvItLNkxXkQX46dyg!2e0!7i16384!8i8192"
1fbe925b-2c81-4002-bbf3-5791a6447ee8,Kingslawn United Presbyterian Church Food Pantry,,2368 Ralph Avenue,BROOKLYN,NY,11234,US,"https://www.google.com/maps/@40.62025053481465,-73.9173668331413,3a,75y,298.6649969711969h,2.29205817355637t/data=!3m6!1e1!3m4!1sf9bk_YsAFyhV-Qk15N9ImA!2e0!7i16384!8i8192"
2208860c-f8c5-4198-87ed-6d2bf95e4e1c,"Westside Campaign Against Hunger (WSCAH), (AKA WEME/Mainstream Meals-on-Wheels and West Side Center for Community Life)",86th Street Market,263 W 86th St,NEW YORK,NY,10024,US,"https://www.google.com/maps/@40.78877896400915,-73.97765061315368,3a,75y,36.39660258047479h,5.784551304779228t/data=!3m6!1e1!3m4!1sUDpUZqCF8CrdhThvCD0ITA!2e0!7i16384!8i8192"
28d3e03c-647d-462c-a78c-d71e33092075,The Prodigal Center,,709 Tiffany St,BRONX,NY,10474,US,"https://www.google.com/maps/@40.81424566006632,-73.89128051178047,3a,75y,-122.4437452090914h,0.821782200661417t/data=!3m6!1e1!3m4!1stN9mUey6uK70A-vrQxOxOA!2e0!7i16384!8i8192"
2d194a00-b5c4-4b98-a316-7beadc83340b,Family Life Development Center,,1476 Bedford Avenue,BROOKLYN,NY,11216,US,"https://www.google.com/maps/@40.672804327380916,-73.954636595024,3a,75y,4.371455812977047h,2.492979753113218t/data=!3m6!1e1!3m4!1suSSwnuQJT90eftuhPLDFxA!2e0!7i16384!8i8192"
2d9e5666-16de-4dae-9fe8-720d4c4324f6,East New York Wesleyan Church - New Hope Family Worship Center,Closed,817 Livonia Ave,BROOKLYN,NY,11207,US,"https://www.google.com/maps/@40.66591394960894,-73.88634693316234,3a,75y,343.814121899046h,0t/data=!3m6!1e1!3m4!1sP-ROkWE124waQq5bFO6Ncg!2e0!7i16384!8i8192"
2f40c4fd-a40a-474c-a035-19bda8379e67,Cabrini Immigrant Services,,701 Fort Washington Ave,NEW YORK,NY,10002,US,"https://www.google.com/maps/@40.858050867579706,-73.9361619995986,3a,75y,118.58524520802234h,-3.1383783142881896t/data=!3m6!1e1!3m4!1sYC77oZTS6E5ED6QcZ4R9dw!2e0!7i16384!8i8192"
3302c1ef-382a-4c3c-9673-a3a3b74582f1,"Ascension Outreach, Inc.",Church of the Ascension,12 West 11th Street,NEW YORK,NY,10011,US,"https://www.google.com/maps/@40.73428533395016,-73.99562698153345,3a,75y,219.6765844103877h,8.747331711814411t/data=!3m6!1e1!3m4!1sLiHUrdvpdxDqNXmd7ag4SQ!2e0!7i16384!8i8192"
337c0f09-e0f9-4309-ba8e-bf4420e2cb8a,Siloam Presbyterian Church Food Provider,,260 Jefferson Avenue,BROOKLYN,NY,11216,US,"https://www.google.com/maps/@40.68361948439131,-73.94711553562928,3a,75y,184.69261790452046h,8.232494094376179t/data=!3m6!1e1!3m4!1ssLqm6zGQNjDfiLiFv2UC3A!2e0!7i16384!8i8192"
339cf037-2f09-4827-9ee8-296a473f0820,Hebron French-Speaking Seventh-day Adventist (SDA) Church,,1256 Dean St,BROOKLYN,NY,11216,US,"https://www.google.com/maps/@40.67674098171619,-73.94740541624238,3a,75y,193.50424387624042h,5.617207679425277t/data=!3m6!1e1!3m4!1sOXyOjnOQn4bTFVUko4vY9w!2e0!7i16384!8i8192"
3442470d-8b16-42ea-be8c-1c5147e834c8,AIDS Center of Queens County (ACQC),Jamaica Site - Main Office,800 Castleton Ave,JAMAICA,NY,11432,US,"https://www.google.com/maps/@40.63471653727669,-74.10922714527506,3a,75y,186.25160334201146h,-0.9149347198139992t/data=!3m6!1e1!3m4!1sQa4JbQ6OE43aK_sxsg3nmg!2e0!7i16384!8i8192"
366cfc57-cd4a-44b4-b009-4a6d984e2b89,Health Essential Association,"Brooklyn, Pantry",2101 East 16th Street,BROOKLYN,NY,11229,US,"https://www.google.com/maps/@40.59859614758425,-73.95541525912299,3a,75y,92.07758543033056h,-4.974586112258663t/data=!3m6!1e1!3m4!1sDm99EhbB9BiNOURlc4RxRQ!2e0!7i16384!8i8192"
375c41dc-6af9-4079-9ff2-941fd329a148,E Joy Community Resource Center,,29-10 Thomson Avenue,LONG ISLAND CITY,NY,11101,US,"https://www.google.com/maps/@40.74530307212944,-73.93786800858422,3a,75y,173.10582329374768h,0.0900829816297204t/data=!3m6!1e1!3m4!1sJU6dnc3LIVMsw8xCruIsBg!2e0!7i16384!8i8192"
396c40df-6466-4cdd-bc5b-3b0826b1e235,"Faith Center for Human Services, Inc",,1014-18 Gates Avenue,BROOKLYN,NY,11221,US,"https://www.google.com/maps/@40.68941074985686,-73.9228281523909,3a,75y,177.06832812595678h,7.4581542010219835t/data=!3m6!1e1!3m4!1sheOrZ-eZsZOlgysX4Ozhbg!2e0!7i16384!8i8192"
3dd77bf0-3637-4780-932b-ed5898ff714a,The Campaign Against Hunger,SuperPantry,2004 Fulton St,BROOKLYN,NY,11233,US,"https://www.google.com/maps/@40.67869616357478,-73.918069218954,3a,75y,176.89302733382152h,-2.346833317685551t/data=!3m6!1e1!3m4!1se5SAda4bG7niXX4CGcaBRw!2e0!7i16384!8i8192"
3df24a73-63fc-4b45-8d41-8bab956c9dcf,Urban Strategies Inc.,,61-71 Riverdale Avenue,BROOKLYN,NY,11212,US,"https://www.google.com/maps/@40.66016130641447,-73.91439651148457,3a,75y,345.41540822377715h,-4.138439987890607t/data=!3m6!1e1!3m4!1s5-2lOdMs7l1GeWoBACp46w!2e0!7i16384!8i8192"
400ed3fd-c19a-451b-9dc1-d5fa1a608693,JUSTICE Organization,,223 Beach 28th St,FAR ROCKAWAY,NY,11691,US,"https://www.google.com/maps/@40.595759243269676,-73.76122083461672,3a,75y,245.0914513957037h,-3.1835604418176615t/data=!3m6!1e1!3m4!1sjkgodQagcQUisXus2QzTug!2e0!7i16384!8i8192"
41e070d6-a33e-45ee-a515-4e3303556780,Whosoever Will Baptist Church,,1651 Popham Avenue,BRONX,NY,10433,US,"https://www.google.com/maps/@40.84923,-73.9208113,3a,75y,301.73h,90t/data=!3m7!1e1!3m5!1sSnU5UpFeBjU8Rtg1kGM5Yg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D0%26panoid%3DSnU5UpFeBjU8Rtg1kGM5Yg%26yaw%3D301.73!7i16384!8i8192?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
4eb7da4e-0fd0-4518-8d85-4dd982dfea11,African Service Committee (ASC),,429 W 127th St,NEW YORK,NY,10027,US,"https://www.google.com/maps/@40.81327997549615,-73.95451614486055,3a,75y,16.600231183424455h,0.9453666365466518t/data=!3m6!1e1!3m4!1sZQRH6ejs14lXrzj8tB5Pvg!2e0!7i16384!8i8192"
50513c2b-b40b-488a-9ec6-a83215c70458,Christ Jesus Baptist Church,Closed,1812 White Plains Rd,BRONX,NY,10462,US,"https://www.google.com/maps/@40.845722663003414,-73.86626592296382,3a,75y,77.18634040554116h,0t/data=!3m6!1e1!3m4!1sWtJ4DgsEkc7bfzQ2ycyMkQ!2e0!7i16384!8i8192"
53646062-6c3d-4026-a1f5-41e89b8abf47,Little Sisters of the Assumption (LSA),,333 E 115th St,NEW YORK,NY,10029,US,"https://www.google.com/maps/@40.795660624003055,-73.93674932762595,3a,75y,33.248815862149414h,0.8737216212543899t/data=!3m6!1e1!3m4!1sHzFKyHm3SxYKv1f52n-zew!2e0!7i16384!8i8192"
57be5835-4692-4b01-ab91-ae279a783e89,"Genesis Transitional Housing Ministries, Inc.",,195-12 Hollis Avenue,SAINT ALBANS,NY,11412,US,"https://www.google.com/maps/@40.70666834995916,-73.76229266251246,3a,75y,178.80013320204284h,5.052242746037905t/data=!3m6!1e1!3m4!1sxOZciKNEQIgtT9q9X558Ew!2e0!7i16384!8i8192"
5918006b-3992-41ce-a9ed-114a65acca6c,Vision Urbana,Seward Park Development Tenant Association,66 Essex Street,NEW YORK,NY,10002,US,"https://www.google.com/maps/@40.7175259851106,-73.9882487561054,3a,75y,210.1836547001585h,5.691784135298789t/data=!3m6!1e1!3m4!1sw4mPSrruLE3LSNaMlzcWUA!2e0!7i16384!8i8192"
59b75f96-40c6-49ec-bd45-6f1ad7808de9,Council of Jewish Organizations (COJO),Bensonhurst,"8635 21st Ave, Brooklyn",BROOKLYN,NY,11214,US,"https://www.google.com/maps/@40.602604619242875,-73.99673769900981,3a,75y,142.3354290440717h,0t/data=!3m6!1e1!3m4!1sh6DHwCV9NGKOx-4nfvuePw!2e0!7i16384!8i8192"
6193fbcf-47fc-48ab-8bb7-211bf67a0034,The Salvation Army,Jamaica Citadel Corps,90-23 161st Street,JAMAICA,NY,11432,US,"https://www.google.com/maps/@40.704875432158225,-73.79908028383825,3a,75y,99.91301561730015h,8.60117786078672t/data=!3m6!1e1!3m4!1sCr8BgDQ59q9pFCG-M6XzVA!2e0!7i16384!8i8192"
61c64ed5-ba1b-408a-add1-5ec0ed2a290d,All Nations Baptist Church of Woodhaven,,86-76 80th Street,WOODHAVEN,NY,11421,US,"https://www.google.com/maps/@40.69162546913731,-73.86201788127305,3a,75y,260.3547314033181h,-1.6703181091563124t/data=!3m6!1e1!3m4!1sE0FrhfGmUM56w7nQ_9y67Q!2e0!7i16384!8i8192"
635d2e2d-1300-4a8e-9606-4143b7d8a066,Family Services Network of New York (FSNNY),Bushwick/North Brooklyn,1420 Bushwick Ave,BROOKLYN,NY,11207,US,"https://www.google.com/maps/@40.68433766014156,-73.90897128749026,3a,75y,-137.05893602622908h,0.48989831919681137t/data=!3m6!1e1!3m4!1so2V0wLkBTKGP8yJS0Yw1ig!2e0!7i16384!8i8192"
670d087f-a834-4829-ac3f-9681c7be3db1,Catholic Charities,Our Lady of Angels,336 73rd Street,BROOKLYN,NY,11209,US,"https://www.google.com/maps/@40.63257148551768,-74.02605940198838,3a,75y,214.41431654919793h,-5.101139258767617t/data=!3m6!1e1!3m4!1slJd-h7RyAgbDVu374qQJMg!2e0!7i16384!8i8192"
68484bff-b8ad-436d-a9ff-a38ead2ed8cb,"Ridgewood Older Adult Center and Services, Inc",Ridgewood Presbyterian Church,59-14 70th Avenue,RIDGEWOOD,NY,11385,US,"https://www.google.com/maps/@40.70130497153619,-73.89969395429021,3a,75y,162.95708443541113h,-0.45966058964108925t/data=!3m6!1e1!3m4!1sK2bFo2RCE8L_PemRr6hIHw!2e0!7i16384!8i8192"
68edae28-4b59-45fa-9150-a594c1630810,Bronx Bethany Community Corporation,Bronx Bethany Church of the Nazarene,971 E 227th St,BRONX,NY,10466,US,"https://www.google.com/maps/@40.88656831371212,-73.85134196425064,3a,75y,14.730535299566853h,0t/data=!3m6!1e1!3m4!1smwmA-zom4LghUPVxFRRWvA!2e0!7i16384!8i8192"
69a8ad2f-603f-4b62-aa39-1b324a5fe0ae,Southside United HDFC - Los Sures,Pantry I in Senior Housing Building,145 S 3rd St,BROOKLYN,NY,11211,US,"https://www.google.com/maps/@40.71224831604788,-73.96177629444486,3a,75y,29.29546041901303h,0t/data=!3m6!1e1!3m4!1sNKVBc3ZtLml_Vk5cB4x6wA!2e0!7i16384!8i8192"
76f8dffd-f836-4274-ad2c-26afb37ca635,Shalom Senior Center Food Provider,,483 Albany Avenue,BROOKLYN,NY,11203,US,"https://www.google.com/maps/@40.66302553609817,-73.94001395281435,3a,75y,29.280435258179534h,-0.6148371073045666t/data=!3m6!1e1!3m4!1sV5odlg0x3_G532ILCWM4Wg!2e0!7i16384!8i8192"
7ec69eb6-fce9-47ae-889b-fa82f19efa58,Harlem Dowling West Side Center for Children and Family Services,Westside Center,2139 Adam Clayton Powell Jr. Blvd,NEW YORK,NY,10027,US,"https://www.google.com/maps/@40.81004462821143,-73.94742837706444,3a,75y,125.51994024759105h,0.817846788795876t/data=!3m6!1e1!3m4!1sdpbfK2AFGDMARodEcmInuw!2e0!7i16384!8i8192"
80e7d879-7944-4244-9598-ab2c1efa3873,Woodycrest United Methodist Church,,89 W 166 St,BRONX,NY,10452,US,"https://www.google.com/maps/@40.83521489460106,-73.92660376629024,3a,75y,21.932663832494484h,-2.4434645336790055t/data=!3m6!1e1!3m4!1sq-oJZgWP-eRAU0VIgKKfdQ!2e0!7i16384!8i8192"
82bd1f9b-7af3-459e-87bc-50b690db0fcd,The Greater Allen African Methodist Episcopal (AME) Cathedral of New York,Allen Outreach Ministry Feeding Program,111-54 Merrick Blvd,JAMAICA,NY,11433,US,"https://www.google.com/maps/@40.69320542530589,-73.78045675420923,3a,75y,256.488532697116h,2.289528740743208t/data=!3m6!1e1!3m4!1sKfYH4SKCHzYstinQuDzikA!2e0!7i16384!8i8192"
831ebdc3-90be-447f-9f84-82ac6849523c,Metropolitan Council on Jewish Poverty,,5361 Preston Court,BROOKLYN,NY,11234,US,"https://www.google.com/maps/@40.638574015137635,-73.92358819669683,3a,75y,327.8092546064605h,0t/data=!3m6!1e1!3m4!1s6v599m1wfqNQxyuM4dS__A!2e0!7i16384!8i8192"
86c03bdb-689c-4439-8438-ebf61b3efc96,Our Lady of Grace Parish Ministry,,2322 E 4th St,BROOKLYN,NY,11223,US,"https://www.google.com/maps/@40.59304146130787,-73.96726828770011,3a,75y,355.12103496055266h,-1.716445182766762t/data=!3m6!1e1!3m4!1sgTy55zMXoS87wcTLDVgcCQ!2e0!7i16384!8i8192"
8809ed6c-4f0f-4146-902b-7ac3dd346a4e,Jewish Community Council of Washington Heights (JCC),Washington Heights Inwood Preservation and Restoration Corporation,121 Bennett Ave,NEW YORK,NY,10033,US,"https://www.google.com/maps/@40.85417245766577,-73.93479090283908,3a,75y,93.1152968390229h,0t/data=!3m6!1e1!3m4!1s-30FPROK7hiQNIUNCBvk7g!2e0!7i16384!8i8192"
8a5ebb9c-6944-4a2c-b92e-bb4fd7de17a2,Stacey's Pantry,Bethany Lutheran Church,4808 91st Pl,ELMHURST,NY,11373,US,"https://www.google.com/maps/@40.7414384499353,-73.87295081914317,3a,75y,221.0949331087081h,0.41237145597902725t/data=!3m6!1e1!3m4!1s40NhjXrMq5bgW4nAsPM6LA!2e0!7i16384!8i8192"
8eda4ca7-67d0-4eb2-bba3-95df14064a15,Blessed Virgin Mary (BVM) Help of Christians Church / St. Mary's Winfield,,70-31 48th Ave,WOODSIDE,NY,11377,US,"https://www.google.com/maps/@40.73829970992558,-73.89322842910718,3a,75y,14.632451389983547h,-6.65494730938525t/data=!3m6!1e1!3m4!1szIWu_yNO_eU2RcnAdZQziw!2e0!7i16384!8i8192"
8ee40f0a-083d-49a6-86e4-e2aa502764be,St Luke's,Bronx,777 East 222nd Street,BRONX,NY,10467,US,"https://www.google.com/maps/@40.884798454227095,-73.8588293894337,3a,75y,340.7767306223507h,3.3716721572341157t/data=!3m6!1e1!3m4!1s-pAHrSc_w8qdrSkaV249wA!2e0!7i16384!8i8192"
92ada4bf-5f51-445d-a79e-19c2ab7435a7,Christian Pentacostal Church,,900 Richmond Road,STATEN ISLAND,NY,10304,US,"https://www.google.com/maps/@40.60483864920739,-74.09256212929185,3a,75y,100.06256222161653h,1.745955995607659t/data=!3m6!1e1!3m4!1sg4LubflMDWPrVvAgxks2Og!2e0!7i16384!8i8192"
9dbed080-e2d7-4a87-b23d-86aa5e08da62,Nazareth Housing,Thorpe Family Residence,406 E 184th St,BRONX,NY,10457,US,"https://www.google.com/maps/@40.85652803199998,-73.89463130871657,3a,75y,224.46111091395247h,0.7946191825953974t/data=!3m6!1e1!3m4!1sIiJUXFYxo5mPe_KSOsoyHQ!2e0!7i16384!8i8192"
ace94672-4ff3-4f58-9b51-957ddbb2d8e9,International Pentecostal Church,Manhattan,619 West 179th Street,NEW YORK,NY,10033,US,"https://www.google.com/maps/@40.84827893727533,-73.93537168719178,3a,75y,7.793871891802709h,-0.09084263161071249t/data=!3m6!1e1!3m4!1s-0putxOk5_Gj3Te_HDZOQA!2e0!7i16384!8i8192"
b3de0ec3-23c3-4f3e-9ac9-d97acc21178e,Sephardic Bikur Holim (SBH),,425 Kings Highway,BROOKLYN,NY,11223,US,"https://www.google.com/maps/@40.60447963554774,-73.97488711758295,3a,75y,357.88755014712154h,-1.655114084299612t/data=!3m6!1e1!3m4!1sEfdTRkerlPg6F15XAUX5bg!2e0!7i16384!8i8192"
b7be9f6e-ddc1-49e5-a0c0-77e51f608a46,Department of Probation,Bronx,198 East 161st Street,BRONX,NY,10451,US,"https://www.google.com/maps/@40.8261779,-73.9207922,3a,75y,229.2h,92.55t/data=!3m7!1e1!3m5!1schKZ8hr3R6Oiyb1n4IjlvA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D-2.549999999999997%26panoid%3DchKZ8hr3R6Oiyb1n4IjlvA%26yaw%3D229.2!7i16384!8i8192?entry=ttu&g_ep=EgoyMDI1MDYwOS4wIKXMDSoASAFQAw%3D%3D"
b7e89cc4-f8f3-4530-9fd2-cec461fc97aa,Nazareth Housing,Downtown,206 E 4th St,NEW YORK,NY,10009,US,"https://www.google.com/maps/@40.72401449409844,-73.98425931013331,3a,75y,171.2217275108759h,-6.2377124376458255t/data=!3m6!1e1!3m4!1s03GQDKklo0REa9Yf9yoJrQ!2e0!7i16384!8i8192"
ba89d31c-c986-45a7-80e9-e3b1c71931f6,Ammi Evangelical Baptist Church,,1799 Flatbush Ave,BROOKLYN,NY,11210,US,"https://www.google.com/maps/@40.62611430887989,-73.94051534241824,3a,75y,1.1378579240123083h,0.6180654527996978t/data=!3m6!1e1!3m4!1sq_BQQGUYICpYq_3BIUWsfA!2e0!7i16384!8i8192"
bd9ee769-28ff-4093-b58c-218da646f128,St. Peter's Love Pantry Food Provider,,2500 Westchester Ave,BRONX,NY,10461,US,"https://www.google.com/maps/@40.838836644228124,-73.84420557948407,3a,75y,145.27805227332718h,7.444091100947986t/data=!3m6!1e1!3m4!1sfA75co2lKznvDRCh3fEQHQ!2e0!7i16384!8i8192"
c133053e-2026-48a4-9466-83adcfd29500,Our Lady of Refuge Roman Catholic Church - Brooklyn,,2020 Foster Ave,BROOKLYN,NY,11210,US,"https://www.google.com/maps/@40.636477735119904,-73.95804046943832,3a,75y,139.26593520513285h,8.96843758962963t/data=!3m6!1e1!3m4!1sRvNltwwHtKShMKNt7mMmyA!2e0!7i16384!8i8192"
c7d96eb5-1bc4-4e74-bb71-5bf1f257b307,"Church of God, Inc",,1011 Winthrop Street,BROOKLYN,NY,11212,US,"https://www.google.com/maps/@40.66014102367157,-73.92600806538869,3a,75y,331.4531785105771h,-2.753365634951521t/data=!3m6!1e1!3m4!1sQfiBoWzj43OOmxjyw4IYJg!2e0!7i16384!8i8192"
cfdf24c0-d87a-4e1b-9166-3c7e074506a0,Advent Lutheran Church,Food Provider,2504 Broadway,NEW YORK,NY,10025,US,"https://www.google.com/maps/@40.792562730127614,-73.97279034623054,3a,75y,12.51454752774389h,1.7744110154864927t/data=!3m6!1e1!3m4!1spEA8qj4tRr_5bLFvctPGBg!2e0!7i16384!8i8192"
d09289f3-bdbe-44d5-8e69-208ad31caac0,Christ Church United Methodist,,524 Park  Avenue,NEW YORK,NY,10065,US,"https://www.google.com/maps/@40.76363040241143,-73.96936198036492,3a,75y,313.9843418240695h,3.5417926616977553t/data=!3m6!1e1!3m4!1s2DsVAUdBi-dMFIdVt_1D2w!2e0!7i16384!8i8192"
d6a72687-442f-4c6c-9354-13a0463dd8a6,Corpus Christi Church,Corpus Christi Church,31-30 61st St,WOODSIDE,NY,11377,US,"https://www.google.com/maps/@40.75650062828624,-73.90170646992739,3a,75y,273.2091655657222h,7.303563815689117t/data=!3m6!1e1!3m4!1sPT-uLxKtPTX5s-EWh_DniQ!2e0!7i16384!8i8192"
db6441c4-9aaf-4760-b5df-17150959ee17,The Institute for Family Health (IFH),Urban Horizons,50 E 168th St,BRONX,NY,10452,US,"https://www.google.com/maps/@40.836665186313006,-73.91910171252297,3a,75y,212.70798332570655h,-4.5500187248458275t/data=!3m6!1e1!3m4!1sxbzHwZynQagX3O9fOQ7mlQ!2e0!7i16384!8i8192"
e2dbd70e-44e3-4cc2-9c55-58331a42c568,Shorefront Jewish Community Council (SJCC),Main Office,128 Brighton Beach Ave,BROOKLYN,NY,11235,US,"https://www.google.com/maps/@40.57634664274425,-73.96732093072691,3a,75y,167.5286800973362h,2.076290105103226t/data=!3m6!1e1!3m4!1spOBdu9pauE9N386iWj1vyQ!2e0!7i16384!8i8192"
ec055315-f5ee-46d7-9a36-bbd6fdd2b8c5,Next Step Community Church (FKA RHOW),,360 Schermerhorn Street,BROOKLYN,NY,11217,US,"https://www.google.com/maps/@40.68659872022343,-73.9799049813033,3a,75y,231.11058757625486h,-1.032435638666911t/data=!3m6!1e1!3m4!1sCAoSFkNJSE0wb2dLRUlDQWdJQ0JnNDNJS1E.!2e0!7i16384!8i8192"
ede4ddfe-cdd3-405c-8278-147c778ae01c,Department of Probation,Brooklyn,"345 Adams St, 6th Floor",BROOKLYN,NY,11201,US,"https://www.google.com/maps/@40.69269816827074,-73.98867711736642,3a,75y,51.45839756886106h,-8.909741252849813t/data=!3m6!1e1!3m4!1swY_RaRv1-niupHMlH8ndnA!2e0!7i16384!8i8192"
ef810d68-8f62-4d90-b837-aa3dbb6b30a2,Tolentine Zeiser Community Life,,2345 University Avenue,BRONX,NY,10468,US,"https://www.google.com/maps/@40.862196758005645,-73.90549738546292,3a,75y,317.1642366364801h,4.62204311804777t/data=!3m6!1e1!3m4!1s2GpdJHkCZoL5gSVaFiLyJQ!2e0!7i16384!8i8192"
f048547a-1a3f-478b-b26f-bb28cc9fcbc2,Hanson Place Seventh-day Adventist (SDA) Church,,150 South Portland Avenue,BROOKLYN,NY,11217,US,"https://www.google.com/maps/@40.68501933558641,-73.97416951336398,3a,75y,251.74213499443135h,-2.451134856042785t/data=!3m6!1e1!3m4!1s1CXbzFu7WcrJMpt1-KP65A!2e0!7i16384!8i8192"
f39f7492-d3ac-47cb-a940-3c6b3200873b,"Reaching-Out Community Services, Inc. (RCS)",,7708 New Utrecht Ave,BROOKLYN,NY,11214,US,"https://www.google.com/maps/@40.61389095523751,-74.00048747740757,3a,75y,302.08504046318757h,2.9647904467655053t/data=!3m6!1e1!3m4!1su_zvmVEn4PNVuIlLka2qAQ!2e0!7i16384!8i8192"
fe987ac4-a43a-4e55-8cff-70c5d1864512,Good News Deliverance Tabernacle,Closed,442 Cleveland St,BROOKLYN,NY,11208,US,"https://www.google.com/maps/@40.673893549887836,-73.88429110410107,3a,75y,279.93939776107356h,-8.771831111798434t/data=!3m6!1e1!3m4!1shYhTDgTjnJB51SLdYI1gtQ!2e0!7i16384!8i8192"
